"Date","Type","Category","Amount","Currency","Memo","Wallet"
"10/11/2024, 5:39 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"10/10/2024, 8:28 PM","Expense","Food","-10.00","INR","Oreo","ICICI Savings Account"
"10/10/2024, 4:23 PM","Expense","Food","-10.00","INR","Snacks","ICICI Savings Account"
"10/10/2024, 1:42 PM","Expense","Transportation","-10.00","INR","Cycle Brakes","ICICI Savings Account"
"10/09/2024, 4:23 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"10/09/2024, 12:30 AM","Expense","Food","-89.50","INR","Late night snack","ICICI Savings Account"
"10/09/2024, 12:24 AM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"10/08/2024, 6:56 PM","Expense","Food","-10.00","INR","oreo","ICICI Savings Account"
"10/08/2024, 5:17 PM","Expense","Food","-10.00","INR","nuts","ICICI Savings Account"
"10/08/2024, 5:16 PM","Expense","Food","-50.00","INR","icecream","ICICI Savings Account"
"10/07/2024, 10:52 PM","Expense","Food","-93.66","INR","Food","ICICI Savings Account"
"10/07/2024, 9:28 PM","Expense","Food","-50.00","INR","Icecream","ICICI Savings Account"
"10/06/2024, 6:19 PM","Expense","Food","-89.00","INR","Yesterday chicken burger","ICICI Savings Account"
"10/06/2024, 6:19 PM","Expense","Food","-27.00","INR","Yesterday chocolate desire","ICICI Savings Account"
"10/06/2024, 6:07 PM","Expense","Food","-20.00","INR","snacks","ICICI Savings Account"
"10/06/2024, 11:32 AM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"10/05/2024, 10:12 AM","Expense","Clothing","-370.00","INR","Laundry","ICICI Savings Account"
"10/04/2024, 10:56 PM","Expense","Food","-225.00","INR","Dinner","ICICI Savings Account"
"10/04/2024, 5:16 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"10/04/2024, 5:08 PM","Transfer","Transfer","4440.60","INR","Credit Card Payment","ICICI Savings Account -> ICICI Credit Card"
"10/03/2024, 7:16 PM","Income","Others","4382.00","INR","Malu AC EMI","ICICI Savings Account"
"10/03/2024, 7:15 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"10/03/2024, 6:09 PM","Expense","Others","-240.00","INR","Cake","ICICI Savings Account"
"10/03/2024, 11:28 AM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"10/02/2024, 9:49 PM","Expense","Food","-144.66","INR","Dinner","ICICI Savings Account"
"10/02/2024, 1:33 PM","Expense","Food","-80.00","INR","Yesterday chocolate desire","ICICI Savings Account"
"10/02/2024, 11:29 AM","Expense","Health","-366.79","INR","Cod liver oil","ICICI Savings Account"
"10/01/2024, 9:37 PM","Transfer","Transfer","8595.62","INR","Self Transfer","SBI Savings Account -> ICICI Savings Account"
"10/01/2024, 9:32 PM","Income","Salary","12400.00","INR","Stipend","SBI Savings Account"
"10/01/2024, 5:50 PM","Expense","Food","-20.00","INR","Biscuit","SBI Savings Account"
"10/01/2024, 12:45 PM","Income","Allowance","8171.62","INR","Acha Sent","SBI Savings Account"
"10/01/2024, 11:38 AM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"09/30/2024, 8:16 PM","Expense","Household","-416.66","INR","Kettle","ICICI Savings Account"
"09/30/2024, 6:49 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"09/30/2024, 11:37 AM","Income","Dividend","21.00","INR","ICICI Interest","ICICI Savings Account"
"09/29/2024, 5:37 PM","Expense","Food","-10.00","INR","Oreo","ICICI Savings Account"
"09/29/2024, 12:05 PM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"09/28/2024, 7:36 PM","Expense","Bills","-473.18","INR","VI bill","ICICI Savings Account"
"09/28/2024, 3:37 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"09/28/2024, 12:03 PM","Expense","Entertainment","-59.00","INR","Spotify","ICICI Credit Card"
"09/27/2024, 11:56 PM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"09/27/2024, 8:54 PM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"09/26/2024, 11:29 PM","Expense","Food","-10.00","INR","Oreo","ICICI Savings Account"
"09/26/2024, 12:48 PM","Expense","Food","-40.00","INR","Maggie and Snacks","ICICI Savings Account"
"09/25/2024, 6:30 PM","Expense","Fitness","-50.00","INR","Haircut","ICICI Savings Account"
"09/25/2024, 3:24 PM","Expense","Food","-100.00","INR","Lunch","ICICI Savings Account"
"09/25/2024, 12:44 PM","Income","Dividend","44.00","INR","Credit Interest","SBI Savings Account"
"09/25/2024, 9:17 AM","Expense","Food","-30.00","INR","Nuts","ICICI Savings Account"
"09/24/2024, 3:41 PM","Expense","Health","-185.00","INR","Face wash and soap","ICICI Savings Account"
"09/24/2024, 3:40 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"09/24/2024, 9:34 AM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"09/23/2024, 3:31 PM","Expense","Others","-1001.00","INR","Amma something","ICICI Savings Account"
"09/23/2024, 1:18 AM","Expense","Food","-95.00","INR","Noodles","ICICI Savings Account"
"09/22/2024, 12:08 AM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"09/21/2024, 8:39 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"09/21/2024, 8:38 PM","Expense","Household","-50.00","INR","Pens","ICICI Savings Account"
"09/21/2024, 12:19 AM","Expense","Food","-20.00","INR","Biscuits","ICICI Savings Account"
"09/20/2024, 9:53 PM","Expense","Food","-50.00","INR","Ice cream","ICICI Savings Account"
"09/19/2024, 6:31 PM","Expense","Food","-30.00","INR","Maggie","ICICI Savings Account"
"09/19/2024, 10:29 AM","Expense","Transportation","-10.00","INR","Cycle Brake","ICICI Savings Account"
"09/18/2024, 9:22 PM","Expense","Food","-35.00","INR","Buscuit","ICICI Savings Account"
"09/18/2024, 4:29 PM","Expense","Others","-5000.00","INR","Amma PJ Booking","ICICI Savings Account"
"09/18/2024, 4:10 PM","Transfer","Transfer","4809.60","INR","Self Transfer","SBI Savings Account -> ICICI Savings Account"
"09/18/2024, 4:09 PM","Expense","Bills","-236.00","INR","SBI ATM card AMC","SBI Savings Account"
"09/18/2024, 3:59 PM","Income","Others","6045.60","INR","Amma PJ Booking","SBI Savings Account"
"09/17/2024, 10:04 PM","Expense","Investment","-200.00","INR","Aditya Birla PSU MF","SBI Savings Account"
"09/16/2024, 12:00 AM","Expense","Investment","-200.00","INR","Groww Nifty MF","SBI Savings Account"
"09/14/2024, 5:04 PM","Expense","Others","-4381.60","INR","Malu AC EMI","ICICI Credit Card"
"09/14/2024, 2:30 PM","Expense","Transportation","-10.00","INR","Cycle air","ICICI Savings Account"
"09/14/2024, 2:30 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"09/13/2024, 9:04 PM","Expense","Food","-112.66","INR","Dinner","ICICI Savings Account"
"09/13/2024, 9:03 PM","Expense","Food","-30.00","INR","Maggie","ICICI Savings Account"
"09/13/2024, 9:03 PM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"09/12/2024, 9:40 PM","Expense","Food","-30.00","INR","Maggie","ICICI Savings Account"
"09/12/2024, 9:40 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"09/11/2024, 10:41 PM","Expense","Food","-100.00","INR","Dinner","ICICI Savings Account"
"09/09/2024, 8:56 PM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"09/08/2024, 6:20 PM","Expense","Food","-30.00","INR","Maggi","ICICI Savings Account"
"09/08/2024, 5:57 PM","Expense","Food","-132.66","INR","Dinner night before","ICICI Savings Account"
"09/07/2024, 12:00 PM","Expense","Others","-1000.00","INR","MV Donation","SBI Savings Account"
"09/06/2024, 6:24 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"09/05/2024, 10:06 PM","Expense","Others","-100.00","INR","Donation","ICICI Savings Account"
"09/05/2024, 3:34 PM","Expense","Others","-350.00","INR","Wikipedia donation","ICICI Savings Account"
"09/04/2024, 3:58 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"09/04/2024, 3:57 PM","Transfer","Transfer","1481.00","INR","Self Transfer","SBI Savings Account -> ICICI Savings Account"
"09/04/2024, 3:55 PM","Expense","Clothing","-300.00","INR","Laundry","ICICI Savings Account"
"09/03/2024, 8:35 PM","Income","Others","25.00","INR","Vishnu HCP","ICICI Savings Account"
"09/03/2024, 7:02 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"09/03/2024, 7:00 PM","Expense","Household","-60.00","INR","Soap","ICICI Savings Account"
"09/03/2024, 5:55 PM","Transfer","Transfer","5864.02","INR","Credit card payment","ICICI Savings Account -> ICICI Credit Card"
"09/02/2024, 5:17 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"09/01/2024, 5:18 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"09/01/2024, 11:37 AM","Income","Others","4626.00","INR","Malu AC EMI","ICICI Savings Account"
"08/31/2024, 3:48 PM","Expense","Entertainment","-473.18","INR","Vi Recharge","ICICI Savings Account"
"08/31/2024, 3:28 PM","Income","Salary","12400.00","INR","Stipend","SBI Savings Account"
"08/30/2024, 1:22 PM","Expense","Food","-25.00","INR","Maggi","ICICI Savings Account"
"08/29/2024, 9:18 PM","Expense","Food","-145.70","INR","Dinner","ICICI Savings Account"
"08/29/2024, 5:13 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"08/28/2024, 8:56 PM","Expense","Entertainment","-119.00","INR","Spotify","SBI Savings Account"
"08/28/2024, 4:34 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"08/27/2024, 11:03 PM","Expense","Food","-20.00","INR","Biscuits","ICICI Savings Account"
"08/27/2024, 5:28 PM","Expense","Food","-10.00","INR","snacks","ICICI Savings Account"
"08/26/2024, 9:48 PM","Expense","Food","-77.00","INR","Dinner","ICICI Savings Account"
"08/26/2024, 6:48 PM","Expense","Food","-50.00","INR","Biscuits","ICICI Savings Account"
"08/25/2024, 7:09 PM","Expense","Food","-40.00","INR","Juice","ICICI Savings Account"
"08/25/2024, 6:29 PM","Expense","Food","-10.00","INR","Fruiti","ICICI Savings Account"
"08/25/2024, 5:47 PM","Expense","Others","-120.00","INR","Watch reapir","ICICI Savings Account"
"08/24/2024, 5:40 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"08/23/2024, 10:04 PM","Expense","Food","-179.00","INR","Dinner","ICICI Savings Account"
"08/23/2024, 5:26 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"08/21/2024, 8:40 PM","Expense","Food","-10.00","INR","Oreo","ICICI Savings Account"
"08/21/2024, 3:34 PM","Income","Others","339.00","INR","Vishnu Phone cover","ICICI Savings Account"
"08/20/2024, 5:38 PM","Expense","Shopping","-339.00","INR","Vishnu Phone cover","ICICI Credit Card"
"08/20/2024, 5:29 PM","Expense","Others","-40.00","INR","Batteries","ICICI Savings Account"
"08/20/2024, 3:16 PM","Expense","Food","-96.66","INR","Lunch","ICICI Savings Account"
"08/19/2024, 6:02 PM","Expense","Food","-10.00","INR","Oreo","ICICI Savings Account"
"08/18/2024, 2:02 PM","Expense","Food","-10.00","INR","Oreo","ICICI Savings Account"
"08/17/2024, 9:07 PM","Expense","Food","-123.33","INR","Dinner","ICICI Savings Account"
"08/17/2024, 8:08 PM","Expense","Transportation","-20.00","INR","Cycle Oil","ICICI Savings Account"
"08/17/2024, 6:11 PM","Expense","Others","-899.00","INR","Bluetooth Keyboard","ICICI Credit Card"
"08/16/2024, 9:27 PM","Income","Others","44.00","INR","Vishnu money","ICICI Savings Account"
"08/16/2024, 9:03 PM","Expense","Food","-10.00","INR","Oreo","ICICI Savings Account"
"08/16/2024, 5:30 PM","Expense","Food","-20.00","INR","Nuts and Oreo","ICICI Savings Account"
"08/16/2024, 11:00 AM","Expense","Investment","-200.00","INR","Groww Nifty MF","SBI Savings Account"
"08/16/2024, 11:00 AM","Expense","Investment","-200.00","INR","Aditya Birla PSU MF","SBI Savings Account"
"08/15/2024, 10:17 PM","Expense","Food","-95.00","INR","Noodles","ICICI Savings Account"
"08/14/2024, 8:52 PM","Expense","Health","-145.00","INR","Soap and Face wash","ICICI Savings Account"
"08/14/2024, 8:18 PM","Expense","Transportation","-10.00","INR","Cyle Air","ICICI Savings Account"
"08/14/2024, 11:33 AM","Expense","Others","-4626.02","INR","Malu AC EMI","ICICI Credit Card"
"08/13/2024, 5:04 PM","Expense","Food","-94.00","INR","Snacks","ICICI Savings Account"
"08/12/2024, 5:24 PM","Income","Others","800.00","INR","Malu Amazon Purchase","ICICI Savings Account"
"08/11/2024, 11:43 PM","Expense","Food","-40.00","INR","Milkshake","ICICI Savings Account"
"08/11/2024, 7:04 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"08/09/2024, 9:25 PM","Expense","Food","-253.30","INR","Dinner","ICICI Savings Account"
"08/09/2024, 4:35 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"08/08/2024, 4:46 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"08/07/2024, 6:03 PM","Income","Others","40.00","INR","Fanta","ICICI Savings Account"
"08/07/2024, 4:51 PM","Expense","Food","-80.00","INR","Fanta","ICICI Savings Account"
"08/06/2024, 1:47 PM","Expense","Others","-500.00","INR","Wayanad Relief fund","ICICI Savings Account"
"08/05/2024, 3:52 PM","Expense","Food","-25.00","INR","Maggi","ICICI Savings Account"
"08/04/2024, 6:24 PM","Expense","Food","-95.00","INR","Noodles","ICICI Savings Account"
"08/04/2024, 6:23 PM","Expense","Clothing","-300.00","INR","Laundry","ICICI Savings Account"
"08/03/2024, 8:51 PM","Transfer","Transfer","260.00","INR","Swiggy guy","ICICI Savings Account -> Cash"
"08/03/2024, 8:50 PM","Expense","Food","-610.00","INR","Swiggy","ICICI Savings Account"
"08/03/2024, 1:31 PM","Transfer","Transfer","799.00","INR","ICICI Credit Card Bill","ICICI Savings Account -> ICICI Credit Card"
"08/02/2024, 4:23 PM","Expense","Food","-25.00","INR","Maggi","ICICI Savings Account"
"08/01/2024, 5:09 PM","Expense","Food","-45.00","INR","Maggi and nuts","ICICI Savings Account"
"08/01/2024, 9:13 AM","Expense","Shopping","-799.00","INR","Malu Amazon","ICICI Credit Card"
